call_id,question_id,condition,framework,feedback_mode,order_variant,kind,status,model_score,max_score,normalized_signed_diff,normalized_absolute_diff,input_tokens,total_tokens,latency_ms,attempt_count,failure_code,failure_summary,teacher_score,teacher_feedback,source_split,selection_kind,answer_id
134036,4.13,retrieval_full,retrieval,full,order_3,score,succeeded,1.0,1.0,0.0,0.0,4846,4877,11846,1,,,1.0,Correct,unseen_answers,test,4.13.128
133897,4.13,retrieval_full,retrieval,full,order_1,score,succeeded,0.75,1.0,0.0,0.0,4880,4915,12887,1,,,0.75,But why is oscillating a problem?,unseen_answers,test,4.13.140
133967,4.13,retrieval_full,retrieval,full,order_2,score,succeeded,0.75,1.0,0.0,0.0,4880,4914,12221,1,,,0.75,But why is oscillating a problem?,unseen_answers,test,4.13.140
134037,4.13,retrieval_full,retrieval,full,order_3,score,succeeded,0.75,1.0,0.0,0.0,4880,4915,12794,1,,,0.75,But why is oscillating a problem?,unseen_answers,test,4.13.140
133891,4.13,retrieval_full,retrieval,full,order_1,score,succeeded,0.75,1.0,-0.25,0.25,4799,4833,15572,1,,,1.0,Correct,unseen_answers,test,4.13.160
133961,4.13,retrieval_full,retrieval,full,order_2,score,succeeded,0.5,1.0,-0.5,0.5,4799,4846,13372,1,,,1.0,Correct,unseen_answers,test,4.13.160
134031,4.13,retrieval_full,retrieval,full,order_3,score,succeeded,0.5,1.0,-0.5,0.5,4799,4844,11345,1,,,1.0,Correct,unseen_answers,test,4.13.160
133895,4.13,retrieval_full,retrieval,full,order_1,score,succeeded,0.5,1.0,-0.5,0.5,5069,5109,12740,1,,,1.0,Correct,unseen_answers,test,4.13.186
133965,4.13,retrieval_full,retrieval,full,order_2,score,succeeded,0.5,1.0,-0.5,0.5,5069,5112,13365,1,,,1.0,Correct,unseen_answers,test,4.13.186
134035,4.13,retrieval_full,retrieval,full,order_3,score,succeeded,0.5,1.0,-0.5,0.5,5069,5109,12128,1,,,1.0,Correct,unseen_answers,test,4.13.186
133898,4.13,retrieval_full,retrieval,full,order_1,score,succeeded,0.75,1.0,-0.25,0.25,4783,4825,16107,1,,,1.0,Correct,unseen_answers,test,4.13.192
133968,4.13,retrieval_full,retrieval,full,order_2,score,succeeded,0.75,1.0,-0.25,0.25,4783,4821,12156,1,,,1.0,Correct,unseen_answers,test,4.13.192
134038,4.13,retrieval_full,retrieval,full,order_3,score,succeeded,0.75,1.0,-0.25,0.25,4783,4835,12666,1,,,1.0,Correct,unseen_answers,test,4.13.192
133892,4.13,retrieval_full,retrieval,full,order_1,score,succeeded,0.0,1.0,0.0,0.0,4948,4983,13430,1,,,0.0,The question is not about the network topology but about the routing strategy!,unseen_answers,test,4.13.202
133962,4.13,retrieval_full,retrieval,full,order_2,score,succeeded,0.25,1.0,0.25,0.25,4948,4990,14273,1,,,0.0,The question is not about the network topology but about the routing strategy!,unseen_answers,test,4.13.202
134032,4.13,retrieval_full,retrieval,full,order_3,score,succeeded,0.25,1.0,0.25,0.25,4948,4989,11159,1,,,0.0,The question is not about the network topology but about the routing strategy!,unseen_answers,test,4.13.202
133894,4.13,retrieval_full,retrieval,full,order_1,score,succeeded,0.75,1.0,0.0,0.0,4854,4889,10537,1,,,0.75,But why is oscillating a problem?,unseen_answers,test,4.13.210
133964,4.13,retrieval_full,retrieval,full,order_2,score,succeeded,0.75,1.0,0.0,0.0,4854,4890,13907,1,,,0.75,But why is oscillating a problem?,unseen_answers,test,4.13.210
134034,4.13,retrieval_full,retrieval,full,order_3,score,succeeded,0.75,1.0,0.0,0.0,4854,4891,17876,1,,,0.75,But why is oscillating a problem?,unseen_answers,test,4.13.210
133899,4.13,retrieval_full,retrieval,full,order_1,score,succeeded,0.25,1.0,-0.25,0.25,4803,4839,12787,1,,,0.5,But this is not a problem specific for the routing strategy,unseen_answers,test,4.13.233
133969,4.13,retrieval_full,retrieval,full,order_2,score,succeeded,0.5,1.0,0.0,0.0,4803,4839,12652,1,,,0.5,But this is not a problem specific for the routing strategy,unseen_answers,test,4.13.233
134039,4.13,retrieval_full,retrieval,full,order_3,score,succeeded,0.25,1.0,-0.25,0.25,4803,4846,13359,1,,,0.5,But this is not a problem specific for the routing strategy,unseen_answers,test,4.13.233
133893,4.13,retrieval_full,retrieval,full,order_1,score,succeeded,0.75,1.0,0.0,0.0,4919,4954,15019,1,,,0.75,But why is oscillating a problem?,unseen_answers,test,4.13.361
133963,4.13,retrieval_full,retrieval,full,order_2,score,succeeded,0.75,1.0,0.0,0.0,4919,4951,13376,1,,,0.75,But why is oscillating a problem?,unseen_answers,test,4.13.361
134033,4.13,retrieval_full,retrieval,full,order_3,score,succeeded,0.75,1.0,0.0,0.0,4919,4951,10527,1,,,0.75,But why is oscillating a problem?,unseen_answers,test,4.13.361
133900,4.13,retrieval_full,retrieval,full,order_1,score,succeeded,0.75,1.0,-0.25,0.25,4861,4896,13519,1,,,1.0,Correct,unseen_answers,test,4.13.82
133970,4.13,retrieval_full,retrieval,full,order_2,score,succeeded,0.75,1.0,-0.25,0.25,4861,4892,13039,1,,,1.0,Correct,unseen_answers,test,4.13.82
134040,4.13,retrieval_full,retrieval,full,order_3,score,succeeded,0.75,1.0,-0.25,0.25,4861,4893,13163,1,,,1.0,Correct,unseen_answers,test,4.13.82
133926,4.13,retrieval_no_feedback,retrieval,no_feedback,order_1,score,succeeded,1.0,1.0,0.0,0.0,4427,4458,11623,1,,,1.0,Correct,unseen_answers,test,4.13.128
133996,4.13,retrieval_no_feedback,retrieval,no_feedback,order_2,score,succeeded,1.0,1.0,0.0,0.0,4427,4458,10092,1,,,1.0,Correct,unseen_answers,test,4.13.128
134066,4.13,retrieval_no_feedback,retrieval,no_feedback,order_3,score,succeeded,1.0,1.0,0.0,0.0,4427,4458,8760,1,,,1.0,Correct,unseen_answers,test,4.13.128
133927,4.13,retrieval_no_feedback,retrieval,no_feedback,order_1,score,succeeded,0.75,1.0,0.0,0.0,4535,4568,11967,1,,,0.75,But why is oscillating a problem?,unseen_answers,test,4.13.140
133997,4.13,retrieval_no_feedback,retrieval,no_feedback,order_2,score,succeeded,0.75,1.0,0.0,0.0,4535,4572,9519,1,,,0.75,But why is oscillating a problem?,unseen_answers,test,4.13.140
134067,4.13,retrieval_no_feedback,retrieval,no_feedback,order_3,score,succeeded,0.75,1.0,0.0,0.0,4535,4573,11588,1,,,0.75,But why is oscillating a problem?,unseen_answers,test,4.13.140
133921,4.13,retrieval_no_feedback,retrieval,no_feedback,order_1,score,succeeded,0.5,1.0,-0.5,0.5,4403,4442,14087,1,,,1.0,Correct,unseen_answers,test,4.13.160
133991,4.13,retrieval_no_feedback,retrieval,no_feedback,order_2,score,succeeded,0.5,1.0,-0.5,0.5,4403,4448,11037,1,,,1.0,Correct,unseen_answers,test,4.13.160
134061,4.13,retrieval_no_feedback,retrieval,no_feedback,order_3,score,succeeded,0.75,1.0,-0.25,0.25,4403,4446,12389,1,,,1.0,Correct,unseen_answers,test,4.13.160
133925,4.13,retrieval_no_feedback,retrieval,no_feedback,order_1,score,succeeded,0.5,1.0,-0.5,0.5,4550,4594,8662,1,,,1.0,Correct,unseen_answers,test,4.13.186
133995,4.13,retrieval_no_feedback,retrieval,no_feedback,order_2,score,succeeded,0.5,1.0,-0.5,0.5,4550,4592,13415,1,,,1.0,Correct,unseen_answers,test,4.13.186
134065,4.13,retrieval_no_feedback,retrieval,no_feedback,order_3,score,succeeded,0.5,1.0,-0.5,0.5,4550,4591,10363,1,,,1.0,Correct,unseen_answers,test,4.13.186
133928,4.13,retrieval_no_feedback,retrieval,no_feedback,order_1,score,succeeded,0.75,1.0,-0.25,0.25,4471,4516,10610,1,,,1.0,Correct,unseen_answers,test,4.13.192
133998,4.13,retrieval_no_feedback,retrieval,no_feedback,order_2,score,succeeded,0.75,1.0,-0.25,0.25,4471,4523,13395,1,,,1.0,Correct,unseen_answers,test,4.13.192
134068,4.13,retrieval_no_feedback,retrieval,no_feedback,order_3,score,succeeded,0.75,1.0,-0.25,0.25,4471,4511,10473,1,,,1.0,Correct,unseen_answers,test,4.13.192
133922,4.13,retrieval_no_feedback,retrieval,no_feedback,order_1,score,succeeded,0.0,1.0,0.0,0.0,4477,4514,10400,1,,,0.0,The question is not about the network topology but about the routing strategy!,unseen_answers,test,4.13.202
133992,4.13,retrieval_no_feedback,retrieval,no_feedback,order_2,score,succeeded,0.25,1.0,0.25,0.25,4477,4506,11172,1,,,0.0,The question is not about the network topology but about the routing strategy!,unseen_answers,test,4.13.202
134062,4.13,retrieval_no_feedback,retrieval,no_feedback,order_3,score,succeeded,0.25,1.0,0.25,0.25,4477,4511,12557,1,,,0.0,The question is not about the network topology but about the routing strategy!,unseen_answers,test,4.13.202
133924,4.13,retrieval_no_feedback,retrieval,no_feedback,order_1,score,succeeded,0.75,1.0,0.0,0.0,4559,4593,9726,1,,,0.75,But why is oscillating a problem?,unseen_answers,test,4.13.210
133994,4.13,retrieval_no_feedback,retrieval,no_feedback,order_2,score,succeeded,0.75,1.0,0.0,0.0,4559,4595,10315,1,,,0.75,But why is oscillating a problem?,unseen_answers,test,4.13.210
134064,4.13,retrieval_no_feedback,retrieval,no_feedback,order_3,score,succeeded,0.75,1.0,0.0,0.0,4559,4596,11627,1,,,0.75,But why is oscillating a problem?,unseen_answers,test,4.13.210
133929,4.13,retrieval_no_feedback,retrieval,no_feedback,order_1,score,succeeded,0.5,1.0,0.0,0.0,4366,4417,13143,1,,,0.5,But this is not a problem specific for the routing strategy,unseen_answers,test,4.13.233
133999,4.13,retrieval_no_feedback,retrieval,no_feedback,order_2,score,succeeded,0.5,1.0,0.0,0.0,4366,4406,10995,1,,,0.5,But this is not a problem specific for the routing strategy,unseen_answers,test,4.13.233
134069,4.13,retrieval_no_feedback,retrieval,no_feedback,order_3,score,succeeded,0.5,1.0,0.0,0.0,4366,4413,9915,1,,,0.5,But this is not a problem specific for the routing strategy,unseen_answers,test,4.13.233
133923,4.13,retrieval_no_feedback,retrieval,no_feedback,order_1,score,succeeded,0.75,1.0,0.0,0.0,4463,4501,13171,1,,,0.75,But why is oscillating a problem?,unseen_answers,test,4.13.361
133993,4.13,retrieval_no_feedback,retrieval,no_feedback,order_2,score,succeeded,0.75,1.0,0.0,0.0,4463,4505,9085,1,,,0.75,But why is oscillating a problem?,unseen_answers,test,4.13.361
134063,4.13,retrieval_no_feedback,retrieval,no_feedback,order_3,score,succeeded,0.75,1.0,0.0,0.0,4463,4499,11258,1,,,0.75,But why is oscillating a problem?,unseen_answers,test,4.13.361
133930,4.13,retrieval_no_feedback,retrieval,no_feedback,order_1,score,succeeded,0.75,1.0,-0.25,0.25,4539,4575,11089,1,,,1.0,Correct,unseen_answers,test,4.13.82
134000,4.13,retrieval_no_feedback,retrieval,no_feedback,order_2,score,succeeded,0.75,1.0,-0.25,0.25,4539,4574,9849,1,,,1.0,Correct,unseen_answers,test,4.13.82
134070,4.13,retrieval_no_feedback,retrieval,no_feedback,order_3,score,succeeded,0.75,1.0,-0.25,0.25,4539,4573,9975,1,,,1.0,Correct,unseen_answers,test,4.13.82
133282,4.2_LM_v1.0,amem_full,amem,full,order_1,score,succeeded,0.9,1.0,-0.09999999999999998,0.09999999999999998,8767,8816,14307,1,,,1.0,"The response correctly states the definition of frame bursting, including its pros and cons.",unseen_answers,test,4.2_LM_v1.0.108
133352,4.2_LM_v1.0,amem_full,amem,full,order_2,score,succeeded,0.9,1.0,-0.09999999999999998,0.09999999999999998,8812,8866,11757,1,,,1.0,"The response correctly states the definition of frame bursting, including its pros and cons.",unseen_answers,test,4.2_LM_v1.0.108
133422,4.2_LM_v1.0,amem_full,amem,full,order_3,score,succeeded,1.0,1.0,0.0,0.0,8567,8609,12256,1,,,1.0,"The response correctly states the definition of frame bursting, including its pros and cons.",unseen_answers,test,4.2_LM_v1.0.108
133290,4.2_LM_v1.0,amem_full,amem,full,order_1,score,succeeded,1.0,1.0,0.0,0.0,7667,7698,11771,1,,,1.0,"The response answers the correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.179
133360,4.2_LM_v1.0,amem_full,amem,full,order_2,score,succeeded,1.0,1.0,0.0,0.0,7872,7903,17560,1,,,1.0,"The response answers the correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.179
133430,4.2_LM_v1.0,amem_full,amem,full,order_3,score,succeeded,1.0,1.0,0.0,0.0,7527,7558,11341,1,,,1.0,"The response answers the correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.179
133286,4.2_LM_v1.0,amem_full,amem,full,order_1,score,succeeded,1.0,1.0,0.0,0.0,8600,8629,9708,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.180
133356,4.2_LM_v1.0,amem_full,amem,full,order_2,score,succeeded,1.0,1.0,0.0,0.0,8799,8831,11035,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.180
133426,4.2_LM_v1.0,amem_full,amem,full,order_3,score,succeeded,1.0,1.0,0.0,0.0,8499,8536,10875,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.180
133287,4.2_LM_v1.0,amem_full,amem,full,order_1,score,succeeded,1.0,1.0,0.0,0.0,7759,7787,12216,1,,,1.0,The response correctly answers all three parts of the question.,unseen_answers,test,4.2_LM_v1.0.213
133357,4.2_LM_v1.0,amem_full,amem,full,order_2,score,succeeded,1.0,1.0,0.0,0.0,7844,7895,14308,1,,,1.0,The response correctly answers all three parts of the question.,unseen_answers,test,4.2_LM_v1.0.213
133427,4.2_LM_v1.0,amem_full,amem,full,order_3,score,succeeded,1.0,1.0,0.0,0.0,7733,7760,11791,1,,,1.0,The response correctly answers all three parts of the question.,unseen_answers,test,4.2_LM_v1.0.213
133289,4.2_LM_v1.0,amem_full,amem,full,order_1,score,succeeded,1.0,1.0,0.0,0.0,8276,8307,8833,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.26
133359,4.2_LM_v1.0,amem_full,amem,full,order_2,score,succeeded,1.0,1.0,0.0,0.0,8361,8391,11492,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.26
133429,4.2_LM_v1.0,amem_full,amem,full,order_3,score,succeeded,1.0,1.0,0.0,0.0,8132,8168,13544,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.26
133288,4.2_LM_v1.0,amem_full,amem,full,order_1,score,succeeded,1.0,1.0,0.0,0.0,8437,8467,9815,1,,,1.0,The response is answering all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.298
133358,4.2_LM_v1.0,amem_full,amem,full,order_2,score,succeeded,1.0,1.0,0.0,0.0,8758,8798,12632,1,,,1.0,The response is answering all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.298
133428,4.2_LM_v1.0,amem_full,amem,full,order_3,score,succeeded,1.0,1.0,0.0,0.0,8139,8179,13351,1,,,1.0,The response is answering all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.298
133281,4.2_LM_v1.0,amem_full,amem,full,order_1,score,succeeded,1.0,1.0,0.0,0.0,7822,7873,16974,1,,,1.0,"The response is correct. However, to substitute carrier extension, frame bursting with frame aggregation has to be used. In this case, frames are directly concatenated without waiting for acknowledgments in between.",unseen_answers,test,4.2_LM_v1.0.332
133351,4.2_LM_v1.0,amem_full,amem,full,order_2,score,succeeded,0.75,1.0,-0.25,0.25,7932,7975,20039,1,,,1.0,"The response is correct. However, to substitute carrier extension, frame bursting with frame aggregation has to be used. In this case, frames are directly concatenated without waiting for acknowledgments in between.",unseen_answers,test,4.2_LM_v1.0.332
133421,4.2_LM_v1.0,amem_full,amem,full,order_3,score,succeeded,0.75,1.0,-0.25,0.25,7801,7846,17806,1,,,1.0,"The response is correct. However, to substitute carrier extension, frame bursting with frame aggregation has to be used. In this case, frames are directly concatenated without waiting for acknowledgments in between.",unseen_answers,test,4.2_LM_v1.0.332
133284,4.2_LM_v1.0,amem_full,amem,full,order_1,score,succeeded,1.0,1.0,0.0,0.0,7941,7972,10127,1,,,1.0,"The response correctly answers all three parts, the frame bursting definition, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.351
133354,4.2_LM_v1.0,amem_full,amem,full,order_2,score,succeeded,1.0,1.0,0.0,0.0,8380,8410,10236,1,,,1.0,"The response correctly answers all three parts, the frame bursting definition, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.351
133424,4.2_LM_v1.0,amem_full,amem,full,order_3,score,succeeded,1.0,1.0,0.0,0.0,8375,8406,12650,1,,,1.0,"The response correctly answers all three parts, the frame bursting definition, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.351
133283,4.2_LM_v1.0,amem_full,amem,full,order_1,score,succeeded,1.0,1.0,0.0,0.0,7673,7704,10816,1,,,1.0,"The response gives a correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.359
133353,4.2_LM_v1.0,amem_full,amem,full,order_2,score,succeeded,1.0,1.0,0.0,0.0,7869,7894,10017,1,,,1.0,"The response gives a correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.359
133423,4.2_LM_v1.0,amem_full,amem,full,order_3,score,succeeded,1.0,1.0,0.0,0.0,7495,7521,14509,1,,,1.0,"The response gives a correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.359
133285,4.2_LM_v1.0,amem_full,amem,full,order_1,score,succeeded,1.0,1.0,0.0,0.0,7997,8028,10136,1,,,1.0,"The response gives a correct definition of frame bursting, including its benefits and drawbacks.",unseen_answers,test,4.2_LM_v1.0.39
133355,4.2_LM_v1.0,amem_full,amem,full,order_2,score,succeeded,1.0,1.0,0.0,0.0,7979,8006,10920,1,,,1.0,"The response gives a correct definition of frame bursting, including its benefits and drawbacks.",unseen_answers,test,4.2_LM_v1.0.39
133425,4.2_LM_v1.0,amem_full,amem,full,order_3,score,succeeded,1.0,1.0,0.0,0.0,7953,7980,14076,1,,,1.0,"The response gives a correct definition of frame bursting, including its benefits and drawbacks.",unseen_answers,test,4.2_LM_v1.0.39
133312,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_1,score,succeeded,1.0,1.0,0.0,0.0,8704,8740,15027,1,,,1.0,"The response correctly states the definition of frame bursting, including its pros and cons.",unseen_answers,test,4.2_LM_v1.0.108
133382,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_2,score,succeeded,0.95,1.0,-0.050000000000000044,0.050000000000000044,8323,8365,13945,1,,,1.0,"The response correctly states the definition of frame bursting, including its pros and cons.",unseen_answers,test,4.2_LM_v1.0.108
133452,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_3,score,succeeded,1.0,1.0,0.0,0.0,7956,7997,19211,1,,,1.0,"The response correctly states the definition of frame bursting, including its pros and cons.",unseen_answers,test,4.2_LM_v1.0.108
133320,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_1,score,succeeded,1.0,1.0,0.0,0.0,7592,7622,13695,1,,,1.0,"The response answers the correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.179
133390,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_2,score,succeeded,1.0,1.0,0.0,0.0,7069,7101,13432,1,,,1.0,"The response answers the correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.179
133460,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_3,score,succeeded,1.0,1.0,0.0,0.0,6907,6940,14765,1,,,1.0,"The response answers the correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.179
133316,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_1,score,succeeded,1.0,1.0,0.0,0.0,8069,8099,15423,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.180
133386,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_2,score,succeeded,1.0,1.0,0.0,0.0,7717,7748,12103,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.180
133456,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_3,score,succeeded,1.0,1.0,0.0,0.0,7649,7679,17705,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.180
133317,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_1,score,succeeded,1.0,1.0,0.0,0.0,7787,7819,13799,1,,,1.0,The response correctly answers all three parts of the question.,unseen_answers,test,4.2_LM_v1.0.213
133387,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_2,score,succeeded,1.0,1.0,0.0,0.0,7174,7200,12069,1,,,1.0,The response correctly answers all three parts of the question.,unseen_answers,test,4.2_LM_v1.0.213
133457,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_3,score,succeeded,1.0,1.0,0.0,0.0,7045,7076,15383,1,,,1.0,The response correctly answers all three parts of the question.,unseen_answers,test,4.2_LM_v1.0.213
133319,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_1,score,succeeded,1.0,1.0,0.0,0.0,7733,7769,16683,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.26
133389,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_2,score,succeeded,1.0,1.0,0.0,0.0,7209,7239,13786,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.26
133459,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_3,score,succeeded,1.0,1.0,0.0,0.0,7430,7465,15333,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.26
133318,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_1,score,succeeded,1.0,1.0,0.0,0.0,8597,8631,14105,1,,,1.0,The response is answering all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.298
133388,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_2,score,succeeded,1.0,1.0,0.0,0.0,8013,8050,14462,1,,,1.0,The response is answering all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.298
133458,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_3,score,succeeded,1.0,1.0,0.0,0.0,7942,7970,12168,1,,,1.0,The response is answering all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.298
133311,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_1,score,succeeded,0.75,1.0,-0.25,0.25,7646,7699,21007,1,,,1.0,"The response is correct. However, to substitute carrier extension, frame bursting with frame aggregation has to be used. In this case, frames are directly concatenated without waiting for acknowledgments in between.",unseen_answers,test,4.2_LM_v1.0.332
133381,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_2,score,succeeded,0.85,1.0,-0.15000000000000002,0.15000000000000002,7163,7210,13799,1,,,1.0,"The response is correct. However, to substitute carrier extension, frame bursting with frame aggregation has to be used. In this case, frames are directly concatenated without waiting for acknowledgments in between.",unseen_answers,test,4.2_LM_v1.0.332
133451,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_3,score,succeeded,1.0,1.0,0.0,0.0,6996,7035,14284,1,,,1.0,"The response is correct. However, to substitute carrier extension, frame bursting with frame aggregation has to be used. In this case, frames are directly concatenated without waiting for acknowledgments in between.",unseen_answers,test,4.2_LM_v1.0.332
133314,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_1,score,succeeded,1.0,1.0,0.0,0.0,8263,8295,14256,1,,,1.0,"The response correctly answers all three parts, the frame bursting definition, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.351
133384,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_2,score,succeeded,1.0,1.0,0.0,0.0,7867,7899,13415,1,,,1.0,"The response correctly answers all three parts, the frame bursting definition, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.351
133454,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_3,score,succeeded,1.0,1.0,0.0,0.0,7481,7512,12747,1,,,1.0,"The response correctly answers all three parts, the frame bursting definition, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.351
133313,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_1,score,succeeded,1.0,1.0,0.0,0.0,7461,7487,12936,1,,,1.0,"The response gives a correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.359
133383,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_2,score,succeeded,1.0,1.0,0.0,0.0,7019,7046,12861,1,,,1.0,"The response gives a correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.359
133453,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_3,score,succeeded,1.0,1.0,0.0,0.0,6798,6829,14540,1,,,1.0,"The response gives a correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.359
133315,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_1,score,succeeded,1.0,1.0,0.0,0.0,7663,7698,11987,1,,,1.0,"The response gives a correct definition of frame bursting, including its benefits and drawbacks.",unseen_answers,test,4.2_LM_v1.0.39
133385,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_2,score,succeeded,1.0,1.0,0.0,0.0,7259,7291,13315,1,,,1.0,"The response gives a correct definition of frame bursting, including its benefits and drawbacks.",unseen_answers,test,4.2_LM_v1.0.39
133455,4.2_LM_v1.0,amem_no_feedback,amem,no_feedback,order_3,score,succeeded,1.0,1.0,0.0,0.0,7340,7367,15967,1,,,1.0,"The response gives a correct definition of frame bursting, including its benefits and drawbacks.",unseen_answers,test,4.2_LM_v1.0.39
133272,4.2_LM_v1.0,mem0_full,mem0,full,order_1,score,succeeded,0.78,1.0,-0.21999999999999997,0.21999999999999997,611,659,9701,1,,,1.0,"The response correctly states the definition of frame bursting, including its pros and cons.",unseen_answers,test,4.2_LM_v1.0.108
133342,4.2_LM_v1.0,mem0_full,mem0,full,order_2,score,succeeded,0.75,1.0,-0.25,0.25,586,651,13791,1,,,1.0,"The response correctly states the definition of frame bursting, including its pros and cons.",unseen_answers,test,4.2_LM_v1.0.108
133412,4.2_LM_v1.0,mem0_full,mem0,full,order_3,score,succeeded,0.85,1.0,-0.15000000000000002,0.15000000000000002,612,672,9775,1,,,1.0,"The response correctly states the definition of frame bursting, including its pros and cons.",unseen_answers,test,4.2_LM_v1.0.108
133280,4.2_LM_v1.0,mem0_full,mem0,full,order_1,score,succeeded,0.9,1.0,-0.09999999999999998,0.09999999999999998,477,517,9879,1,,,1.0,"The response answers the correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.179
133350,4.2_LM_v1.0,mem0_full,mem0,full,order_2,score,succeeded,0.85,1.0,-0.15000000000000002,0.15000000000000002,449,486,10805,1,,,1.0,"The response answers the correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.179
133420,4.2_LM_v1.0,mem0_full,mem0,full,order_3,score,succeeded,0.85,1.0,-0.15000000000000002,0.15000000000000002,475,526,13048,1,,,1.0,"The response answers the correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.179
133276,4.2_LM_v1.0,mem0_full,mem0,full,order_1,score,succeeded,0.8,1.0,-0.19999999999999996,0.19999999999999996,513,575,13286,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.180
