answer_id,source_split
4.2_LM_v1.0.989,train
4.3.1037,train
4.3.1038,train
4.3.1047,train
4.3.1069,train
4.3.1077,train
4.3.1084,train
4.3.1092,train
4.3.1113,train
4.3.1169,validation
4.3.1186,train
4.3.1205,train
4.3.1242,train
4.3.1294,train
4.3.1325,validation
4.3.1330,train
4.3.1334,train
4.3.1351,train
4.3.1381,validation
4.3.1429,train
4.3.1436,train
4.3.149,train
4.3.1509,validation
4.3.1554,train
4.3.1560,train
4.3.1586,train
4.3.1620,validation
4.3.1623,train
4.3.1625,train
4.3.1637,train
4.3.1644,train
4.3.1648,train
4.3.1690,validation
4.3.1701,train
4.3.171,validation
4.3.1725,train
4.3.1742,train
4.3.1755,validation
4.3.1760,train
4.3.1777,train
4.3.1780,train
4.3.1808,train
4.3.1813,train
4.3.1856,train
4.3.1894,train
4.3.1900,train
4.3.1932,validation
4.3.1954,train
4.3.1978,train
4.3.1992,train
4.3.201,validation
4.3.2042,train
4.3.2045,train
4.3.2065,train
4.3.2096,train
4.3.2097,validation
4.3.210,validation
4.3.247,train
4.3.294,train
4.3.296,train
4.3.30,train
4.3.323,validation
4.3.335,train
4.3.342,train
4.3.365,train
4.3.372,validation
4.3.39,train
4.3.403,train
4.3.406,train
4.3.409,train
4.3.425,validation
4.3.472,validation
4.3.477,train
4.3.482,train
4.3.520,validation
4.3.535,train
4.3.536,train
4.3.543,train
4.3.549,train
4.3.591,train
4.3.642,train
4.3.685,train
4.3.719,train
4.3.800,validation
4.3.810,train
4.3.821,validation
4.3.857,train
4.3.86,train
4.3.899,train
4.3.9,validation
4.3.925,train
4.3.961,train
4.3.973,train
4.3.975,train
4.3.978,validation
4.3_LM.100,train
4.3_LM.101,train
4.3_LM.1030,train
4.3_LM.1076,validation
4.3_LM.1098,train
4.3_LM.1171,validation
4.3_LM.1199,validation
4.3_LM.121,train
4.3_LM.1212,train
4.3_LM.1221,train
4.3_LM.1233,train
4.3_LM.1259,train
4.3_LM.1275,train
4.3_LM.1342,train
4.3_LM.1389,train
4.3_LM.14,validation
4.3_LM.145,train
4.3_LM.1487,train
4.3_LM.1536,train
4.3_LM.1542,train
4.3_LM.1572,train
4.3_LM.1600,train
4.3_LM.1609,validation
4.3_LM.1614,train
4.3_LM.1619,train
4.3_LM.1627,train
4.3_LM.1664,train
4.3_LM.1669,train
4.3_LM.1712,train
4.3_LM.1715,train
4.3_LM.1749,train
4.3_LM.1754,train
4.3_LM.176,train
4.3_LM.1767,validation
4.3_LM.1790,train
4.3_LM.1829,train
4.3_LM.1830,train
4.3_LM.1852,train
4.3_LM.187,validation
4.3_LM.1939,train
4.3_LM.1940,train
4.3_LM.2017,train
4.3_LM.2060,train
4.3_LM.2072,train
4.3_LM.2080,train
4.3_LM.2090,train
4.3_LM.21,train
4.3_LM.267,train
4.3_LM.298,train
4.3_LM.310,train
4.3_LM.351,validation
4.3_LM.37,train
4.3_LM.371,train
4.3_LM.420,train
4.3_LM.503,validation
4.3_LM.537,train
4.3_LM.538,train
4.3_LM.547,train
4.3_LM.587,train
4.3_LM.598,train
4.3_LM.604,train
4.3_LM.644,train
4.3_LM.650,train
4.3_LM.707,train
4.3_LM.735,train
4.3_LM.749,train
4.3_LM.769,train
4.3_LM.772,train
4.3_LM.796,train
4.3_LM.798,validation
4.3_LM.84,train
4.3_LM.843,train
4.3_LM.864,train
4.3_LM.922,validation
4.3_LM.928,validation
4.3_LM.934,train
4.3_LM.967,train
4.3_LM.976,train
4.3_LM.979,train
4.3_LM.98,train
4.3_LM.982,train
4.3_LM.991,train
5.11.1033,validation
5.11.1046,train
5.11.1048,validation
5.11.1063,train
5.11.1110,validation
5.11.1112,train
5.11.1124,train
5.11.1131,train
5.11.1140,train
5.11.1148,train
5.11.1248,validation
5.11.1256,train
5.11.1258,train
5.11.1278,validation
5.11.1293,train
5.11.1365,train
5.11.137,train
5.11.1374,train
5.11.1375,train
5.11.1432,train
5.11.1435,train
5.11.1439,train
5.11.1449,validation
5.11.1458,train
5.11.148,train
5.11.1503,train
5.11.1537,train
5.11.1666,train
5.11.1677,validation
5.11.1682,validation
5.11.1704,train
5.11.1752,train
5.11.1758,validation
5.11.1766,train
5.11.1779,train
5.11.1792,train
5.11.1817,train
5.11.1836,train
5.11.1859,train
5.11.1885,train
5.11.1912,validation
5.11.1980,train
5.11.2007,train
5.11.2068,train
5.11.208,train
5.11.218,train
5.11.273,train
5.11.304,train
5.11.307,train
5.11.315,train
5.11.32,train
5.11.367,train
5.11.375,train
5.11.439,validation
5.11.457,validation
5.11.468,train
5.11.500,train
5.11.505,train
5.11.507,train
5.11.512,train
5.11.522,train
5.11.542,validation
5.11.546,train
5.11.555,train
5.11.564,train
5.11.571,train
5.11.592,train
5.11.626,train
5.11.63,train
5.11.631,validation
5.11.638,validation
5.11.641,train
5.11.647,validation
5.11.659,train
5.11.700,train
5.11.728,train
5.11.746,train
5.11.753,train
5.11.764,train
5.11.774,validation
5.11.785,train
5.11.792,train
5.11.836,train
5.11.837,train
5.11.840,train
5.11.845,train
5.11.863,train
5.11.890,train
5.11.91,train
5.11.919,validation
5.11.93,train
5.12.1022,train
5.12.1088,train
5.12.1093,train
5.12.1106,validation
5.12.1139,train
5.12.1147,train
5.12.1158,train
5.12.1159,validation
5.12.1166,validation
5.12.1168,train
5.12.12,train
5.12.1213,train
5.12.1260,train
5.12.1266,train
5.12.1267,train
5.12.1291,validation
5.12.1302,train
5.12.1323,train
5.12.1455,train
5.12.1481,train
5.12.1505,train
5.12.151,train
5.12.153,train
5.12.1540,train
5.12.1578,train
5.12.1589,train
5.12.160,train
5.12.1605,train
5.12.1685,validation
5.12.1691,train
5.12.1710,train
5.12.172,train
5.12.1771,train
5.12.1773,train
5.12.1794,train
5.12.180,train
5.12.1825,validation
5.12.184,validation
5.12.1840,train
5.12.1844,train
5.12.1866,train
5.12.1880,train
5.12.189,train
5.12.1902,train
5.12.192,train
5.12.1950,train
5.12.196,train
5.12.1977,train
5.12.1999,train
5.12.2001,train
5.12.2012,validation
5.12.2062,train
5.12.2066,train
5.12.2075,train
5.12.2083,train
5.12.2089,train
5.12.2108,train
5.12.221,train
5.12.224,train
5.12.229,train
5.12.246,train
5.12.279,validation
5.12.302,train
5.12.305,validation
5.12.320,train
5.12.378,train
5.12.386,validation
5.12.416,validation
5.12.459,validation
5.12.489,train
5.12.498,train
5.12.499,train
5.12.529,train
5.12.575,train
5.12.582,validation
5.12.632,train
5.12.7,validation
5.12.704,train
5.12.72,train
5.12.725,train
5.12.73,train
5.12.789,validation
5.12.81,train
5.12.812,train
5.12.814,train
5.12.827,train
5.12.841,train
5.12.873,train
5.12.909,train
5.12.915,train
5.12.999,validation
5.7.0,train
5.7.1011,validation
5.7.1012,train
5.7.1024,train
5.7.1039,train
5.7.1057,validation
5.7.107,validation
5.7.1071,train
5.7.1078,train
5.7.1109,train
5.7.1208,train
5.7.1217,train
5.7.122,train
5.7.1228,train
5.7.1239,train
5.7.1273,train
5.7.1281,train
5.7.1310,train
5.7.1324,train
5.7.1327,train
5.7.1368,train
5.7.1388,train
5.7.139,train
5.7.1395,validation
5.7.1420,train
5.7.1526,train
5.7.1533,train
5.7.1559,train
5.7.1577,train
5.7.1590,train
5.7.1640,validation
5.7.1647,train
5.7.1651,validation
5.7.1653,train
5.7.1663,train
5.7.1706,validation
5.7.1713,train
5.7.1722,validation
5.7.1729,train
5.7.1747,train
5.7.1810,validation
5.7.1842,validation
5.7.1845,train
5.7.1903,train
5.7.1941,train
5.7.1943,train
5.7.1958,train
5.7.1965,train
5.7.1968,train
5.7.1975,train
5.7.1986,validation
5.7.2002,validation
5.7.2008,train
5.7.2011,train
5.7.209,train
5.7.231,validation
5.7.262,train
5.7.282,train
5.7.3,train
5.7.312,train
5.7.314,validation
5.7.321,train
5.7.359,train
5.7.376,train
5.7.461,train
5.7.483,validation
5.7.539,train
5.7.550,train
5.7.566,train
5.7.6,train
5.7.620,train
5.7.652,train
5.7.666,train
5.7.67,train
5.7.706,train
5.7.726,validation
5.7.737,train
5.7.748,train
5.7.76,validation
5.7.770,train
5.7.771,validation
5.7.778,train
5.7.797,validation
5.7.838,train
5.7.852,validation
5.7.900,train
5.7.954,train
5.7.968,train
5.7.980,train
5.7.987,train
6.1_IPP.1005,validation
6.1_IPP.1064,train
6.1_IPP.1101,validation
6.1_IPP.113,train
6.1_IPP.1130,train
6.1_IPP.1133,train
6.1_IPP.1137,train
6.1_IPP.1149,train
6.1_IPP.1177,train
6.1_IPP.118,train
6.1_IPP.1183,validation
6.1_IPP.1198,train
6.1_IPP.1245,train
6.1_IPP.1246,train
6.1_IPP.131,train
6.1_IPP.1378,train
6.1_IPP.1382,train
6.1_IPP.1383,train
6.1_IPP.1399,train
6.1_IPP.1414,train
6.1_IPP.1418,validation
6.1_IPP.1514,train
6.1_IPP.1551,validation
6.1_IPP.1591,validation
6.1_IPP.1594,validation
6.1_IPP.1595,validation
6.1_IPP.163,validation
6.1_IPP.1631,train
6.1_IPP.1639,train
6.1_IPP.1681,train
6.1_IPP.1700,train
6.1_IPP.1711,train
6.1_IPP.1759,train
6.1_IPP.1782,train
6.1_IPP.1837,validation
6.1_IPP.1846,train
6.1_IPP.185,train
6.1_IPP.1851,train
6.1_IPP.1879,train
6.1_IPP.1910,validation
6.1_IPP.1927,train
6.1_IPP.195,train
6.1_IPP.1953,train
6.1_IPP.1974,validation
6.1_IPP.1979,validation
6.1_IPP.2014,validation
6.1_IPP.2028,train
6.1_IPP.205,train
6.1_IPP.2106,validation
6.1_IPP.2113,train
6.1_IPP.2118,train
6.1_IPP.281,train
6.1_IPP.299,train
6.1_IPP.340,validation
6.1_IPP.363,train
6.1_IPP.364,train
6.1_IPP.384,train
6.1_IPP.414,train
6.1_IPP.434,validation
6.1_IPP.44,train
6.1_IPP.45,train
6.1_IPP.464,train
6.1_IPP.487,train
6.1_IPP.515,train
6.1_IPP.52,train
6.1_IPP.531,train
6.1_IPP.568,train
6.1_IPP.58,validation
6.1_IPP.607,train
6.1_IPP.627,train
6.1_IPP.669,train
6.1_IPP.756,train
6.1_IPP.759,train
6.1_IPP.824,train
6.1_IPP.835,train
6.1_IPP.854,train
6.1_IPP.904,train
6.1_IPP.959,train
6.1_IPP.969,validation
6.1_IPP.986,train
6.2_IPP.1008,train
6.2_IPP.1028,train
6.2_IPP.1049,train
6.2_IPP.1058,train
6.2_IPP.1067,validation
6.2_IPP.1103,train
6.2_IPP.1115,validation
6.2_IPP.1142,validation
6.2_IPP.1143,train
6.2_IPP.1153,validation
6.2_IPP.1160,train
6.2_IPP.1179,train
6.2_IPP.119,validation
6.2_IPP.1231,validation
6.2_IPP.1234,train
6.2_IPP.1244,validation
6.2_IPP.1254,train
6.2_IPP.127,train
6.2_IPP.1340,train
6.2_IPP.1343,train
6.2_IPP.1359,train
6.2_IPP.1411,train
6.2_IPP.1433,train
6.2_IPP.1480,train
6.2_IPP.1504,train
6.2_IPP.1518,train
6.2_IPP.1519,train
6.2_IPP.1527,train
6.2_IPP.1548,train
6.2_IPP.1580,train
6.2_IPP.1604,train
6.2_IPP.1716,train
6.2_IPP.1720,validation
6.2_IPP.177,train
6.2_IPP.1793,train
6.2_IPP.1847,validation
6.2_IPP.1849,train
6.2_IPP.1935,train
6.2_IPP.1948,train
6.2_IPP.1969,train
6.2_IPP.1989,train
6.2_IPP.1997,train
6.2_IPP.2010,train
6.2_IPP.2018,train
6.2_IPP.2093,train
6.2_IPP.214,validation
6.2_IPP.28,validation
6.2_IPP.300,train
6.2_IPP.350,train
6.2_IPP.362,validation
6.2_IPP.398,train
6.2_IPP.401,train
6.2_IPP.43,validation
6.2_IPP.440,validation
6.2_IPP.574,validation
6.2_IPP.608,train
6.2_IPP.630,train
6.2_IPP.668,train
6.2_IPP.714,validation
6.2_IPP.752,train
6.2_IPP.78,train
6.2_IPP.801,train
6.2_IPP.818,train
6.2_IPP.820,train
6.2_IPP.898,train
6.2_IPP.951,validation
6.2_IPP.957,train
6.2_IPP.966,train
6.2_IPP.970,train
6.3.1000,train
6.3.1010,train
6.3.1050,train
6.3.1052,train
6.3.1090,train
6.3.1095,train
6.3.1173,train
6.3.1181,train
6.3.1182,train
6.3.1236,train
6.3.126,train
6.3.1276,train
6.3.1317,validation
6.3.1331,validation
6.3.1348,train
6.3.136,train
6.3.1371,validation
6.3.1398,validation
6.3.1431,validation
6.3.1451,validation
6.3.1466,validation
6.3.1467,train
6.3.1470,validation
6.3.1492,train
6.3.1499,train
6.3.1506,train
6.3.1535,train
6.3.1543,validation
6.3.155,train
6.3.1588,validation
6.3.1593,train
6.3.168,train
6.3.1686,validation
6.3.1695,train
6.3.1730,validation
6.3.1735,train
6.3.174,train
6.3.175,train
6.3.1890,validation
6.3.1897,train
6.3.1905,validation
6.3.1911,train
6.3.1913,train
6.3.1930,train
6.3.1973,train
6.3.2,validation
6.3.2015,train
6.3.2056,train
6.3.206,train
6.3.2069,train
6.3.2111,train
6.3.2124,train
6.3.223,train
6.3.236,train
6.3.241,validation
6.3.288,train
6.3.373,validation
6.3.380,train
6.3.391,train
6.3.424,validation
6.3.428,train
6.3.438,train
6.3.479,validation
6.3.491,train
6.3.504,validation
6.3.506,train
6.3.510,train
6.3.519,train
6.3.534,train
6.3.601,train
6.3.636,train
6.3.639,train
6.3.646,train
6.3.66,train
6.3.698,train
6.3.743,train
6.3.750,train
6.3.859,train
6.3.868,validation
6.3.880,train
6.3.884,train
6.3.891,train
6.3.920,train
6.3.938,train
6.3.940,train
6.3.972,train
6.3.988,train
6.3.995,train
6.3_IPP.1009,train
6.3_IPP.1055,train
6.3_IPP.1079,validation
6.3_IPP.1086,train
6.3_IPP.110,train
6.3_IPP.1105,train
6.3_IPP.1207,train
6.3_IPP.1219,train
6.3_IPP.1262,train
6.3_IPP.130,train
6.3_IPP.1312,train
6.3_IPP.1314,train
6.3_IPP.1356,train
6.3_IPP.1384,train
6.3_IPP.1415,train
6.3_IPP.15,train
6.3_IPP.150,train
6.3_IPP.1555,validation
6.3_IPP.1587,train
6.3_IPP.1670,validation
6.3_IPP.1672,train
6.3_IPP.1683,train
6.3_IPP.1697,train
6.3_IPP.1707,train
6.3_IPP.1709,validation
6.3_IPP.1723,train
6.3_IPP.1726,train
6.3_IPP.1770,train
6.3_IPP.1778,train
6.3_IPP.179,validation
6.3_IPP.1811,train
6.3_IPP.1819,train
6.3_IPP.1835,train
6.3_IPP.1881,train
6.3_IPP.1882,train
6.3_IPP.1883,train
6.3_IPP.19,train
6.3_IPP.1982,train
6.3_IPP.1990,train
6.3_IPP.2048,train
6.3_IPP.2082,train
6.3_IPP.26,train
6.3_IPP.264,train
6.3_IPP.271,train
6.3_IPP.272,train
6.3_IPP.326,train
6.3_IPP.33,train
6.3_IPP.347,validation
6.3_IPP.353,train
6.3_IPP.354,train
6.3_IPP.358,train
6.3_IPP.377,train
6.3_IPP.445,train
6.3_IPP.460,validation
6.3_IPP.470,train
6.3_IPP.530,train
6.3_IPP.557,train
6.3_IPP.635,validation
6.3_IPP.676,train
6.3_IPP.708,train
6.3_IPP.732,train
6.3_IPP.75,train
6.3_IPP.758,train
6.3_IPP.780,train
6.3_IPP.791,train
6.3_IPP.8,train
6.3_IPP.808,validation
6.3_IPP.896,train
6.3_IPP.983,train
6.3_IPP.990,train
6.3_IPP.994,train
8.1_MM.1104,train
8.1_MM.1127,train
8.1_MM.1129,train
8.1_MM.1156,validation
8.1_MM.1184,train
8.1_MM.1197,train
8.1_MM.1290,validation
8.1_MM.1326,train
8.1_MM.1338,validation
8.1_MM.1366,validation
8.1_MM.1376,train
8.1_MM.1404,train
8.1_MM.1406,train
8.1_MM.1410,train
8.1_MM.1416,train
8.1_MM.1428,train
8.1_MM.1444,train
8.1_MM.1573,train
8.1_MM.1635,validation
8.1_MM.1638,train
8.1_MM.1646,validation
8.1_MM.1692,train
8.1_MM.1717,train
8.1_MM.1736,train
8.1_MM.1796,train
8.1_MM.1805,train
8.1_MM.1839,train
8.1_MM.1843,train
8.1_MM.1860,train
8.1_MM.1864,train
8.1_MM.1869,validation
8.1_MM.1922,train
8.1_MM.1924,train
8.1_MM.1951,train
8.1_MM.1952,train
8.1_MM.1956,train
8.1_MM.1959,train
8.1_MM.1963,validation
8.1_MM.2025,train
8.1_MM.2029,train
8.1_MM.2116,train
8.1_MM.2117,validation
8.1_MM.222,train
8.1_MM.34,train
8.1_MM.38,train
8.1_MM.387,validation
8.1_MM.404,train
8.1_MM.437,train
8.1_MM.442,train
8.1_MM.443,train
8.1_MM.46,train
8.1_MM.475,train
8.1_MM.490,train
8.1_MM.528,validation
8.1_MM.612,validation
8.1_MM.649,validation
8.1_MM.661,train
8.1_MM.681,validation
8.1_MM.688,train
8.1_MM.716,train
8.1_MM.718,validation
8.1_MM.763,train
8.1_MM.773,train
8.1_MM.799,train
8.1_MM.847,train
8.1_MM.85,train
8.2_MM.1021,train
8.2_MM.103,train
8.2_MM.1041,train
8.2_MM.1056,train
8.2_MM.1152,train
8.2_MM.1210,train
8.2_MM.1214,train
8.2_MM.1227,train
8.2_MM.1261,train
8.2_MM.1307,train
8.2_MM.1422,train
8.2_MM.1424,train
8.2_MM.1491,train
8.2_MM.1501,train
8.2_MM.1508,train
8.2_MM.1571,train
8.2_MM.1583,train
8.2_MM.1602,train
8.2_MM.1652,validation
8.2_MM.1655,train
8.2_MM.1674,train
8.2_MM.17,train
8.2_MM.1702,train
8.2_MM.1718,train
8.2_MM.1728,train
8.2_MM.1740,train
8.2_MM.1751,train
8.2_MM.1756,train
8.2_MM.1776,train
8.2_MM.1784,train
8.2_MM.1818,train
8.2_MM.1909,train
8.2_MM.1916,train
8.2_MM.1917,validation
8.2_MM.1938,validation
8.2_MM.1985,train
8.2_MM.1993,train
8.2_MM.2019,train
8.2_MM.2023,train
8.2_MM.2035,train
8.2_MM.2055,train
8.2_MM.2058,train
8.2_MM.2084,train
8.2_MM.2088,train
8.2_MM.230,train
8.2_MM.244,train
8.2_MM.245,validation
8.2_MM.311,validation
8.2_MM.368,train
8.2_MM.4,train
8.2_MM.413,train
8.2_MM.458,train
8.2_MM.516,train
8.2_MM.558,train
8.2_MM.594,train
8.2_MM.609,train
8.2_MM.61,train
8.2_MM.678,validation
8.2_MM.68,train
8.2_MM.689,train
8.2_MM.715,train
8.2_MM.761,validation
8.2_MM.766,train
8.2_MM.787,validation
8.2_MM.823,train
8.2_MM.83,train
8.2_MM.871,train
8.2_MM.950,validation
8.2_MM.992,train
8.3_MM.10,validation
8.3_MM.1001,train
8.3_MM.1026,train
8.3_MM.1053,train
8.3_MM.1065,train
8.3_MM.1091,train
8.3_MM.1094,train
8.3_MM.1119,train
8.3_MM.1135,train
8.3_MM.1141,validation
8.3_MM.1203,train
8.3_MM.1226,train
8.3_MM.1287,validation
8.3_MM.1295,train
8.3_MM.1333,train
8.3_MM.1363,train
8.3_MM.1392,validation
8.3_MM.1412,train
8.3_MM.1464,train
8.3_MM.1465,train
8.3_MM.147,train
8.3_MM.1507,train
8.3_MM.152,train
8.3_MM.1539,train
8.3_MM.1558,train
8.3_MM.1584,train
8.3_MM.1611,train
8.3_MM.165,train
8.3_MM.1689,train
8.3_MM.1996,train
8.3_MM.2030,train
8.3_MM.2041,train
8.3_MM.2049,train
8.3_MM.2051,train
8.3_MM.2086,train
8.3_MM.251,train
8.3_MM.253,train
8.3_MM.255,train
8.3_MM.280,train
8.3_MM.334,train
8.3_MM.348,validation
8.3_MM.369,train
8.3_MM.412,train
8.3_MM.473,train
8.3_MM.494,train
8.3_MM.51,validation
8.3_MM.518,train
8.3_MM.578,train
8.3_MM.610,train
8.3_MM.616,validation
8.3_MM.625,train
8.3_MM.629,train
8.3_MM.656,train
8.3_MM.682,train
8.3_MM.699,train
8.3_MM.712,train
8.3_MM.760,train
8.3_MM.807,train
8.3_MM.862,train
8.3_MM.867,train
8.3_MM.869,validation
8.3_MM.872,train
8.3_MM.878,train
8.3_MM.892,train
8.3_MM.902,train
8.3_MM.923,train
8.3_MM.926,train
8.3_MM.929,train
8.3_MM.933,train
8.3_MM.937,train
8.3_MM.948,validation
8.3_MM.95,train
